Event ID,Disease,Serotype,latitude,longitude,Locality,Country,Region,observation date,report date,Species,Diagnosis Source,Humans Affected,Human Deaths,Diagnosis Status,Cleaned_Species,Last_Word,Habitat
355352,Influenza - Avian,;H5N1 HPAI;,57.4529,22.894762,Rojas parish,Latvia,Europe,2023-05-29T00:00:00Z,2023-06-08T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Herring Gull,gull,SB
355933,Influenza - Avian,;H5N1 HPAI;,57.27134,23.12128,Engures parish,Latvia,Europe,2023-06-01T00:00:00Z,2023-06-16T00:00:00Z,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed,Black headed gull,gull,SB
356574,Influenza - Avian,;H5N1 HPAI;,57.033161,23.490336,LAPMEŽCIEMA PARISH,Latvia,Europe,2023-06-09T00:00:00Z,2023-06-22T00:00:00Z,"Wild,Mew gull (Larus canus),",WOAH (former OIE),NA,NA,Confirmed,Mew gull,gull,SB
356562,Influenza - Avian,;H5N1 HPAI;,57.083526,23.267847,ENGURES PARISH,Latvia,Europe,2023-06-21T00:00:00Z,2023-06-22T00:00:00Z,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed,Black headed gull,gull,SB
356569,Influenza - Avian,;H5N1 HPAI;,57.251459,23.174973,ENGURES PARISH,Latvia,Europe,2023-06-19T00:00:00Z,2023-06-22T00:00:00Z,"Wild,Stork,",WOAH (former OIE),NA,NA,Confirmed,Stork,stork,FW
353568,Influenza - Avian,;H5N1 HPAI;,56.985521,23.543272,Lapmežciems,Latvia,Europe,2023-05-09T00:00:00Z,2023-05-17T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Herring Gull,gull,SB
289205,Influenza - Avian,;H5N8 HPAI;,57.0068,23.5153,Jurmala town,Latvia,Europe,2021-02-12T00:00:00Z,2021-02-15T00:00:00Z,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Mute Swan,swan,FW
355932,Influenza - Avian,;H5N1 HPAI;,57.271899,23.122289,Engures parish,Latvia,Europe,2023-06-06T00:00:00Z,2023-06-16T00:00:00Z,"Wild,Common Tern (Sterna hirundo),",WOAH (former OIE),NA,NA,Confirmed,Common Tern,tern,SB
355353,Influenza - Avian,;H5N1 HPAI;,56.977063,23.557171,J rmala,Latvia,Europe,2023-05-28T00:00:00Z,2023-06-08T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Herring Gull,gull,SB
291965,Influenza - Avian,;H5N8 HPAI;,57.0117,23.5122,Lapmezciema parish,Latvia,Europe,2021-02-09T00:00:00Z,2021-03-24T00:00:00Z,"Wild,Swan,",WOAH (former OIE),NA,NA,Confirmed,Swan,swan,FW
289206,Influenza - Avian,;H5N8 HPAI;,56.9784,23.5548,Jurmala town,Latvia,Europe,2021-02-12T00:00:00Z,2021-02-15T00:00:00Z,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),NA,NA,Confirmed,Mute Swan,swan,FW
354251,Influenza - Avian,;H5N1 HPAI;,56.992225,23.527973,LAPMEŽCIEMS,Latvia,Europe,2023-05-19T00:00:00Z,2023-05-25T00:00:00Z,"Wild,Mew gull (Larus canus),",WOAH (former OIE),NA,NA,Confirmed,Mew gull,gull,SB
354246,Influenza - Avian,;H5N1 HPAI;,57.000985,23.519076,LAPMEŽCIEMS,Latvia,Europe,2023-05-18T00:00:00Z,2023-05-25T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Herring Gull,gull,SB
